DataYear	BuildingType	PrimaryPropertyType	YearBuilt	NumberofBuildings	NumberofFloors	PropertyGFATotal	PropertyGFAParking	PropertyGFABuilding(s)	LargestPropertyUseType	LargestPropertyUseTypeGFA	SecondLargestPropertyUseType	SecondLargestPropertyUseTypeGFA	ThirdLargestPropertyUseType	ThirdLargestPropertyUseTypeGFA	ENERGYSTARScore	SiteEUI(kBtu/sf)	SiteEUIWN(kBtu/sf)	SourceEUI(kBtu/sf)	SourceEUIWN(kBtu/sf)	SiteEnergyUse(kBtu)	SiteEnergyUseWN(kBtu)	SteamUse(kBtu)	Electricity(kBtu)	NaturalGas(kBtu)	DefaultData	ComplianceStatus	Latitude	Longitude	GHGEmissionsIntensity	TotalGHGEmissions	GFA	Age	SiteEnergyUse(kBtu)_log2p	TotalGHGEmissions_log2
2015	NonResidential	PublicService	1950	2.0	2.0	20385	0	20385	PublicService	20385.0	noInfo	0.0	noInfo	0.0	65.0	40.0	50.3	62.2	74.0	816118.0	1025240.0	0.0	196454.0	619673.0	No	Compliant	47.68072624	-122.2899609	1.64	34.28	5096.25	65	19.63842000432071	5.099295204337775
2015	NonResidential	PublicService	1946	1.0	1.0	24295	0	24295	PublicService	24295.0	noInfo	0.0	noInfo	0.0	51.0	9.0	9.9	28.4	31.2	219483.0	241108.0	0.0	219492.0	0.0	No	Compliant	47.67983278	-122.277412	0.02	1.53	24295.0	69	17.74375624808358	0.6135316529179271
2015	NonResidential	Office	1967	2.0	2.0	20317	0	20317	Office	20317.0	noInfo	0.0	noInfo	0.0	80.0	32.3	34.7	101.4	108.9	656345.0	704724.0	0.0	656372.0	0.0	No	Compliant	47.66889257	-122.2833226	0.09	4.58	5079.25	48	19.32409702234251	2.1953475983222193
2015	Multifamily LR (1-4)	Lodging	1984	2.0	2.0	20979	0	20979	Lodging	22000.0	noInfo	0.0	noInfo	0.0	58.0	27.7	28.2	80.6	81.2	609508.0	621390.0	0.0	542472.0	67059.0	No	Compliant	47.66515121	-122.2838029	0.24	7.34	5244.75	31	19.217287998251134	2.875780063068488
2015	Multifamily LR (1-4)	Lodging	2004	2.0	2.0	73697	27217	46480	Lodging	73967.0	noInfo	0.0	noInfo	0.0	1.0	51.8	53.6	127.9	127.9	3833162.0	3967770.0	0.0	2601624.0	1231645.0	No	Compliant	47.66705851	-122.284048	0.98	83.55	18424.25	11	21.870103917395213	6.384567923173826
2015	NonResidential	Retail	1973	1.0	1.0	24377	0	24377	Retail	24377.0	noInfo	0.0	noInfo	0.0	7.0	394.7	411.3	912.0	914.8	9620496.0	10025450.0	0.0	5804711.0	3816026.0	No	Compliant	47.66822809	-122.2836379	8.95	243.13	24377.0	42	23.197679995639056	7.925584109389362
2015	Multifamily LR (1-4)	Lodging	1987	3.0	3.0	155600	0	155600	Lodging	150000.0	noInfo	0.0	noInfo	0.0	48.0	36.3	39.8	109.5	120.6	5439927.0	5973485.0	0.0	5124508.0	315633.0	No	Compliant	47.5333721	-122.3624645	0.2	52.49	17288.888888888887	28	22.37515612618024	5.713970692436053
2015	Multifamily LR (1-4)	Lodging	2009	3.0	3.0	32405	2402	30003	Lodging	32405.0	noInfo	0.0	noInfo	0.0	65.0	29.1	31.8	91.3	99.9	942089.0	1031313.0	0.0	942127.0	0.0	No	Compliant	47.53346602	-122.3644091	0.08	6.57	3600.555555555555	6	19.845505364796534	2.715893370547605
2015	Multifamily LR (1-4)	Lodging	1988	3.0	3.0	58523	0	58523	Lodging	59935.0	noInfo	0.0	noInfo	0.0	46.0	31.5	34.5	99.0	108.4	1889880.0	2069163.0	0.0	1889959.0	0.0	Yes	Compliant	47.53532783	-122.3638133	0.09	13.18	6502.555555555556	27	20.849863964556313	3.720278465233327
2015	NonResidential	Retail	1986	1.0	1.0	45155	0	45155	Retail	45155.0	noInfo	0.0	noInfo	0.0	6.0	150.2	152.9	361.4	364.3	6781960.0	6905825.0	0.0	4401233.0	2380908.0	No	Compliant	47.70265004	-122.3424789	3.06	157.13	45155.0	29	22.693271057422645	7.2958148428401355
2015	Multifamily LR (1-4)	Lodging	1990	4.0	4.0	54304	0	54304	Lodging	68138.0	Other	21120.0	noInfo	0.0	94.0	22.9	25.0	72.0	78.3	1562708.0	1700173.0	0.0	1562773.0	0.0	No	Compliant	47.69804588	-122.326985	0.08	10.89	3394.0	25	20.57561772108256	3.4449320489421824
2015	Multifamily LR (1-4)	Lodging	1985	4.0	4.0	114030	0	114030	Lodging	114089.0	noInfo	0.0	noInfo	0.0	31.0	32.4	35.9	101.7	112.6	3695637.0	4092543.0	0.0	3695790.0	0.0	Yes	Compliant	47.59084512	-122.3181262	0.09	25.76	7126.875	30	21.81739201623445	4.687060688339892
2015	NonResidential	Industrial	1966	1.0	1.0	32000	0	32000	Industrial	32040.0	noInfo	0.0	noInfo	0.0	56.0	33.5	33.5	56.7	56.7	1072500.0	1072500.0	0.0	329910.0	742604.0	No	Compliant	47.5309583	-122.3320685	1.26	41.74	32000.0	49	20.032547562218568	5.383358695385111
2015	NonResidential	Industrial	1970	1.0	1.0	44000	0	44000	Industrial	45449.0	noInfo	0.0	noInfo	0.0	13.0	98.6	123.2	151.2	175.4	4481010.0	5600945.0	0.0	1036506.0	3444546.0	No	Compliant	47.5309583	-122.3320685	4.22	190.17	44000.0	45	22.095392837351298	7.571145863602528
2015	NonResidential	Industrial	1973	1.0	1.0	36000	0	36000	Industrial	36000.0	noInfo	0.0	noInfo	0.0	39.0	74.6	95.9	118.1	140.5	2687078.0	3452648.0	0.0	684720.0	2002386.0	No	Compliant	47.5309583	-122.3320685	3.0	111.12	36000.0	42	21.357607306467145	6.795974694206668
2015	NonResidential	Industrial	1979	1.0	1.0	48020	0	48020	Industrial	47800.0	noInfo	0.0	noInfo	0.0	73.0	46.9	52.7	109.7	115.8	2240549.0	2517411.0	0.0	1382831.0	857775.0	No	Compliant	47.52593209	-122.3308402	1.03	55.2	48020.0	36	21.095421491283087	5.7865963618908065
2015	NonResidential	Industrial	1979	1.0	1.0	27420	0	27420	Industrial	27850.0	noInfo	0.0	noInfo	0.0	52.0	40.5	49.6	81.9	91.6	1126690.0	1382032.0	0.0	525715.0	600997.0	No	Compliant	47.52593209	-122.3308402	1.22	35.58	27420.0	36	20.103660473572223	5.152994605492435
2015	Multifamily LR (1-4)	Lodging	1990	4.0	4.0	48972	0	48972	Lodging	66257.0	noInfo	0.0	noInfo	0.0	90.0	24.0	26.7	75.3	84.0	1588933.0	1772182.0	0.0	1588999.0	0.0	No	Compliant	47.60458726	-122.3190513	0.09	11.08	3060.75	25	20.599627769624064	3.4698859762744636
2015	Multifamily LR (1-4)	Lodging	1982	4.0	4.0	37642	0	37642	Lodging	35000.0	noInfo	0.0	noInfo	0.0	27.0	56.2	66.9	104.0	117.8	1967129.0	2341558.0	0.0	753369.0	1213792.0	No	Compliant	47.6744464	-122.4082	1.77	69.72	2352.625	33	20.907660872216642	6.12350066435096
2015	Multifamily MR (5-9)	Lodging	1999	8.0	8.0	87925	0	87925	Lodging	62708.0	Other	19642.0	Retail	5744.0	18.0	59.0	60.3	143.6	139.4	4039168.0	4126069.0	0.0	2675241.0	1364038.0	No	Compliant	47.613582	-122.347389	0.91	91.09	1373.828125	16	21.94562707940607	6.509220776331963
2015	Multifamily MR (5-9)	Lodging	2009	6.0	6.0	105903	0	105903	Lodging	96340.0	Office	9563.0	noInfo	0.0	89.0	35.8	37.4	81.6	83.3	3791402.0	3962192.0	0.0	2228010.0	1563484.0	No	Compliant	47.59526062	-122.310112	0.84	98.57	2941.75	6	21.854300382519792	6.623076720832633
2015	NonResidential	Education	1949	2.0	2.0	43645	0	43645	Education	37000.0	noInfo	0.0	noInfo	0.0	63.0	57.5	71.2	94.1	108.6	2126066.0	2636113.0	0.0	598527.0	1527564.0	No	Compliant	47.69356813	-122.2893394	1.9	85.3	10911.25	66	21.01975563140705	6.414473836430928
2015	Multifamily LR (1-4)	Lodging	2012	4.0	4.0	109623	42263	67360	Lodging	104264.0	Other	42263.0	Office	5359.0	98.0	25.1	25.7	59.9	60.5	2756494.0	2820071.0	0.0	1757397.0	999170.0	No	Compliant	47.69128879	-122.2903188	0.53	65.32	6851.4375	3	21.394403553854325	6.02945288578697
2015	NonResidential	Retail	1952	1.0	1.0	26853	0	26853	Retail	20360.0	noInfo	0.0	noInfo	0.0	63.0	71.4	69.3	203.6	197.2	1452804.0	1410918.0	0.0	1254030.0	198825.0	No	Compliant	47.69064238	-122.2901908	0.52	19.3	26853.0	63	20.470409642279566	4.270528942380718
2015	Multifamily MR (5-9)	Lodging	2005	8.0	8.0	136998	45239	91759	Lodging	91759.0	noInfo	0.0	noInfo	0.0	72.0	30.9	30.9	95.4	95.4	2837589.0	2837589.0	0.0	2763012.0	74692.0	No	Compliant	47.62247504	-122.3300434	0.08	23.23	2140.59375	10	21.436234720492326	4.537917249034083
2015	Multifamily LR (1-4)	Lodging	1907	3.0	3.0	26772	0	26772	Lodging	26772.0	noInfo	0.0	noInfo	0.0	80.0	26.0	29.8	73.1	85.1	696709.0	798735.0	0.0	586259.0	110474.0	No	Compliant	47.62230759	-122.3295323	0.28	9.95	2974.6666666666665	108	19.41019874513054	3.3146965256562866
2015	Multifamily MR (5-9)	Lodging	1967	6.0	6.0	37417	0	37417	Lodging	37417.0	noInfo	0.0	noInfo	0.0	93.0	22.7	25.4	71.3	79.9	849504.0	952177.0	0.0	849540.0	0.0	No	Compliant	47.62254057	-122.3269374	0.06	5.92	1039.361111111111	48	19.696262913257698	2.565597175854225
2015	NonResidential	Industrial	1992	1.0	1.0	29394	0	29394	Industrial	29394.0	Office	16902.0	noInfo	0.0	57.0	33.0	33.0	88.3	88.3	1529309.0	1529309.0	0.0	1187222.0	342136.0	No	Compliant	47.57881724	-122.3327404	0.73	26.45	29394.0	23	20.544449448312626	4.7251958172266635
2015	NonResidential	Industrial	1926	2.0	2.0	20400	0	20400	Industrial	15000.0	Office	5400.0	noInfo	0.0	62.0	22.4	21.8	50.2	48.4	456747.0	445232.0	0.0	260108.0	196650.0	No	Compliant	47.57938766	-122.33369446	0.55	12.26	5100.0	89	18.80103888605608	3.6158870739160567
2015	NonResidential	Office	1926	1.0	1.0	20460	0	20460	Office	20460.0	noInfo	0.0	noInfo	0.0	1.0	150.9	150.9	473.8	473.8	3087318.0	3087318.0	0.0	3087446.0	0.0	No	Compliant	47.57895555	-122.3336665	0.4	21.52	20460.0	89	21.557923127735883	4.4276061727819
2015	NonResidential	Industrial	1955	2.0	2.0	21870	0	21870	Industrial	21870.0	noInfo	0.0	noInfo	0.0	53.0	49.6	47.5	155.7	149.2	1084233.0	1039484.0	0.0	1084278.0	0.0	No	Compliant	47.58199912	-122.3325951	0.13	7.56	5467.5	60	20.048244722886295	2.918386234446348
2015	NonResidential	Healthcare	1970	1.0	1.0	43615	0	43615	Healthcare	43615.0	noInfo	0.0	noInfo	0.0	89.0	71.5	82.5	138.6	150.2	3118304.0	3599369.0	0.0	1325644.0	1792715.0	No	Compliant	47.53409853	-122.3661589	2.26	104.45	43615.0	45	21.572330613609903	6.706668682179746
2015	NonResidential	Office	1970	3.0	3.0	36879	0	36879	Office	16855.0	noInfo	0.0	noInfo	0.0	35.0	60.0	63.1	188.5	198.0	1012034.0	1062869.0	0.0	1012076.0	0.0	No	Compliant	47.53409853	-122.3661589	0.07	7.06	4097.666666666667	45	19.948827754073076	2.8196681834964554
2015	NonResidential	Industrial	1982	2.0	2.0	36600	0	36600	Industrial	43556.0	noInfo	0.0	noInfo	0.0	83.0	6.6	7.0	20.8	22.0	288191.0	305648.0	0.0	288203.0	0.0	No	Compliant	47.53842482	-122.361646	0.02	2.01	9150.0	33	18.136670762341843	1.0071955014042038
2015	Multifamily LR (1-4)	Lodging	2004	2.0	2.0	29417	0	29417	Lodging	29417.0	noInfo	0.0	noInfo	0.0	94.0	20.2	22.7	63.5	71.1	595327.0	666564.0	0.0	595351.0	0.0	Yes	Compliant	47.59498902	-122.308594	0.05	4.15	7354.25	11	19.183325224524612	2.0531113364595623
2015	Multifamily LR (1-4)	Lodging	1990	4.0	4.0	33084	0	33084	Lodging	33084.0	noInfo	0.0	noInfo	0.0	29.0	34.9	38.3	109.7	120.2	1156251.0	1266387.0	0.0	1156299.0	0.0	Yes	Compliant	47.5782716	-122.3869646	0.09	8.06	2067.75	25	20.141024430423467	3.0107798387532427
2015	SPS-District K-12	Education	1959	1.0	1.0	36701	0	36701	Education	40285.0	noInfo	0.0	noInfo	0.0	93.0	32.5	40.8	68.2	81.7	1307883.0	1642665.0	0.0	658110.0	649800.0	Yes	Compliant	47.69878269	-122.3081331	0.99	39.1	36701.0	56	20.318803159054653	5.28909670241999
2015	Multifamily LR (1-4)	Lodging	2000	4.0	4.0	29130	0	29130	Lodging	29130.0	noInfo	0.0	noInfo	0.0	69.0	35.2	37.1	83.0	86.6	1025632.0	1081702.0	0.0	641592.0	384067.0	No	Compliant	47.71401658	-122.3413391	0.76	24.87	1820.625	15	19.968083156216423	4.636334602442182
2015	Multifamily LR (1-4)	Lodging	2015	4.0	4.0	131034	28681	102353	Lodging	88746.0	Other	10000.0	noInfo	0.0	99.0	34.3	34.3	67.5	67.5	3046719.0	3046719.0	0.0	1333820.0	1712954.0	No	Compliant	47.65194146	-122.3422194	0.72	100.27	8189.625	0	21.538825488720736	6.6477462172080966
2015	NonResidential	Industrial	1941	1.0	1.0	48890	0	48890	Industrial	30889.0	Office	18000.0	noInfo	0.0	45.0	43.0	48.5	92.9	93.5	2101795.0	2369788.0	0.0	1116552.0	985289.0	No	Compliant	47.55709147	-122.3332356	1.13	60.11	48890.0	74	21.00319121765818	5.9095331149468935
2015	NonResidential	Office	2000	3.0	3.0	43473	0	43473	Office	43473.0	noInfo	0.0	noInfo	0.0	3.0	99.6	99.6	312.6	312.6	4328527.0	4328527.0	0.0	4328708.0	0.0	No	Compliant	47.55674918	-122.3332714	0.27	30.18	4830.333333333333	15	22.04544506121544	4.915520900751958
2015	Multifamily LR (1-4)	Lodging	2002	4.0	4.0	24090	0	24090	Lodging	24090.0	noInfo	0.0	noInfo	0.0	87.0	31.2	34.1	71.5	76.1	751292.0	820485.0	0.0	447110.0	304201.0	Yes	Compliant	47.68084087	-122.3549819	0.72	19.27	1505.625	13	19.51901613478499	4.268284666520996
2015	NonResidential	Retail	1990	1.0	1.0	40265	0	40265	Retail	40793.0	noInfo	0.0	noInfo	0.0	17.0	92.3	89.1	281.6	271.5	3766813.0	3635403.0	0.0	3603942.0	163020.0	No	Compliant	47.52131741	-122.3668974	0.45	33.78	40265.0	25	21.84491336610758	5.078097423026661
2015	NonResidential	Retail	2005	1.0	1.0	26208	0	26208	Retail	32427.0	noInfo	0.0	noInfo	0.0	80.0	44.9	44.3	115.5	113.6	1456039.0	1436354.0	0.0	1060751.0	395332.0	No	Compliant	47.52131741	-122.3668974	0.91	28.39	26208.0	10	20.473618558795508	4.827310943949667
2015	Multifamily MR (5-9)	Lodging	1978	7.0	7.0	100536	0	100536	Lodging	77577.0	Office	14189.0	Other	8770.0	19.0	46.2	51.3	118.4	132.0	4648608.0	5160010.0	0.0	3362277.0	1286471.0	Yes	Compliant	47.51803552	-122.3678017	0.77	91.76	2051.7551020408164	37	22.14836765349819	6.519793486241101
2015	Multifamily LR (1-4)	Lodging	2000	2.0	2.0	49501	0	49501	Lodging	49501.0	noInfo	0.0	noInfo	0.0	65.0	32.9	32.9	103.4	103.4	1630474.0	1630474.0	0.0	1630542.0	0.0	No	Compliant	47.51856193	-122.3683466	0.09	11.37	12375.25	15	20.636860889801824	3.507160349117523
2015	NonResidential	Retail	1953	1.0	1.0	51000	0	51000	Retail	51000.0	noInfo	0.0	noInfo	0.0	94.0	26.4	27.2	78.6	79.3	1348717.0	1384705.0	0.0	1240622.0	108146.0	Yes	Compliant	47.6911139	-122.3571658	0.18	14.39	51000.0	62	20.36315729972219	3.8469946869655733
2015	Multifamily LR (1-4)	Lodging	1928	4.0	4.0	38041	9806	28235	Lodging	28235.0	Other	9806.0	noInfo	0.0	79.0	48.9	52.8	90.0	99.0	1379739.0	1490806.0	0.0	522900.0	856861.0	Yes	Compliant	47.62178354	-122.327468	1.23	49.15	2377.5625	87	20.39596499860976	5.619119511453218
2015	Multifamily LR (1-4)	Lodging	1908	4.0	4.0	74516	23222	51294	Lodging	51294.0	Other	23222.0	noInfo	0.0	89.0	28.9	31.6	86.3	94.5	1482997.0	1621055.0	0.0	1371908.0	111146.0	No	Compliant	47.62129098	-122.3269098	0.13	15.47	4657.25	107	20.500085221471384	3.951401291674311
2015	Multifamily LR (1-4)	Lodging	1923	3.0	3.0	32292	5001	27291	Lodging	27291.0	Other	5001.0	noInfo	0.0	96.0	37.5	45.4	70.4	78.7	1024042.0	1238491.0	0.0	404905.0	619154.0	Yes	Compliant	47.62179328	-122.3268983	1.05	35.71	3588.0	92	19.9658448653108	5.158256228811341
2015	Multifamily LR (1-4)	Lodging	1924	3.0	3.0	45552	0	45552	Lodging	45552.0	noInfo	0.0	noInfo	0.0	58.0	27.7	31.5	65.1	75.8	1259959.0	1434507.0	0.0	785810.0	474181.0	No	Compliant	47.62481662	-122.3269001	0.6	30.66	5061.333333333333	91	20.264946502479802	4.938285791884053
2015	Multifamily MR (5-9)	Lodging	1961	9.0	9.0	144995	29484	115511	Lodging	144995.0	noInfo	0.0	noInfo	0.0	96.0	31.0	34.4	60.6	65.8	4498367.0	4990379.0	0.0	1947587.0	2550861.0	No	Compliant	47.62343253	-122.3275311	0.97	149.05	1790.0617283950617	54	22.10097025846529	7.219652565103806
2015	Multifamily LR (1-4)	Lodging	1964	4.0	4.0	22326	0	22326	Lodging	22326.0	noInfo	0.0	noInfo	0.0	86.0	24.3	25.5	76.4	79.9	542998.0	568345.0	0.0	543020.0	0.0	No	Compliant	47.62391931	-122.3269428	0.06	3.79	1395.375	51	19.050590015567057	1.922197848396367
2015	Multifamily LR (1-4)	Lodging	1927	3.0	3.0	25800	0	25800	Lodging	25800.0	noInfo	0.0	noInfo	0.0	84.0	25.1	29.0	60.5	71.0	648022.0	748368.0	0.0	421057.0	226982.0	No	Compliant	47.62413523	-122.3269614	0.51	14.99	2866.6666666666665	88	19.305685493406397	3.9059284781731347
2015	Multifamily MR (5-9)	Lodging	1959	5.0	5.0	27910	2451	25459	Lodging	25459.0	Other	2451.0	noInfo	0.0	42.0	33.1	38.5	104.0	120.9	843520.0	980395.0	0.0	843555.0	0.0	Yes	Compliant	47.62411414	-122.3263369	0.08	5.88	1116.4	56	19.686064460221413	2.5558161550616396
2015	Multifamily LR (1-4)	Lodging	1961	4.0	4.0	23100	0	23100	Lodging	23100.0	noInfo	0.0	noInfo	0.0	85.0	24.6	26.5	77.1	83.2	567521.0	612253.0	0.0	567545.0	0.0	No	Compliant	47.6238351	-122.3262669	0.07	3.96	1443.75	54	19.114316794022223	1.9855004303048849
2015	Multifamily LR (1-4)	Lodging	1966	4.0	4.0	37509	4629	32880	Lodging	32880.0	Other	4629.0	noInfo	0.0	31.0	65.9	76.3	99.7	110.6	2168281.0	2508322.0	0.0	479297.0	1689004.0	No	Compliant	47.62336499	-122.325696	2.43	93.04	2344.3125	49	21.048120970639673	6.539779191698494
2015	NonResidential	Office	1920	2.0	2.0	20150	0	20150	Office	20150.0	noInfo	0.0	noInfo	0.0	81.0	28.4	29.3	89.1	91.9	571644.0	589512.0	0.0	571667.0	0.0	No	Compliant	47.59507101	-122.3337217	0.08	3.99	5037.5	95	19.124759964560997	1.996388746447621
2015	NonResidential	Office	1910	5.0	5.0	32250	0	32250	Office	32250.0	noInfo	0.0	noInfo	0.0	91.0	24.4	28.0	68.4	75.7	788027.0	904078.0	0.0	659909.0	128145.0	No	Compliant	47.59648755	-122.3336611	0.27	11.41	1290.0	105	19.58788736648328	3.512226886513957
2015	NonResidential	Office	1909	7.0	7.0	36000	0	36000	Office	31500.0	noInfo	0.0	noInfo	0.0	47.0	48.4	48.4	151.9	151.9	1523508.0	1523508.0	0.0	1523571.0	0.0	No	Compliant	47.59648755	-122.3336611	0.11	10.62	734.6938775510205	106	20.538966591972148	3.408711861029429
2015	NonResidential	Office	1927	1.0	1.0	22580	0	22580	Office	22580.0	noInfo	0.0	noInfo	0.0	90.0	42.0	40.5	123.5	118.9	948975.0	915300.0	0.0	857989.0	91022.0	No	Compliant	47.58685684	-122.33470154	0.32	10.82	22580.0	88	19.856012075783497	3.4356285940520905
2015	Multifamily LR (1-4)	Lodging	1987	4.0	4.0	54871	0	54871	Lodging	46560.0	Other	0.0	noInfo	0.0	70.0	29.2	31.2	91.6	98.0	1358226.0	1453110.0	0.0	1358282.0	0.0	No	Compliant	47.54635693	-122.3868081	0.07	9.47	3429.4375	28	20.37329318617189	3.2433644256936605
2015	NonResidential	Industrial	1926	1.0	1.0	20000	0	20000	Industrial	20000.0	noInfo	0.0	noInfo	0.0	30.0	27.7	36.7	41.0	50.5	554528.0	734828.0	0.0	114189.0	440344.0	No	Compliant	47.60201243	-122.3164416	1.18	24.18	20000.0	89	19.080903384890828	4.595742339474399
2015	Multifamily LR (1-4)	Lodging	1928	4.0	4.0	22553	0	22553	Lodging	22553.0	noInfo	0.0	noInfo	0.0	64.0	30.6	39.2	96.1	123.1	689930.0	884493.0	0.0	689959.0	0.0	Yes	Compliant	47.61831907	-122.3111351	0.08	4.81	1409.5625	87	19.396092559609574	2.266036893995317
2015	Multifamily LR (1-4)	Lodging	1909	3.0	3.0	27504	0	27504	Lodging	27504.0	noInfo	0.0	noInfo	0.0	97.0	41.8	50.6	59.3	69.0	1151027.0	1391664.0	0.0	201600.0	949436.0	Yes	Compliant	47.61783472	-122.3105255	1.85	51.83	3056.0	106	20.13449149833716	5.695715488609975
2015	Multifamily LR (1-4)	Lodging	1988	4.0	4.0	63998	0	63998	Lodging	63998.0	Other	0.0	noInfo	0.0	47.0	64.2	69.7	117.3	122.1	4107827.0	4458992.0	0.0	1527492.0	2580398.0	No	Compliant	47.61805213	-122.3097955	2.21	147.69	3999.875	27	21.969944344762656	7.2064283351813
2015	Multifamily MR (5-9)	Lodging	2004	6.0	6.0	439604	156997	282607	Lodging	186618.0	Other	53952.0	noInfo	0.0	99.0	24.5	25.9	53.3	55.8	5903033.0	6234057.0	0.0	3168818.0	2734346.0	No	Compliant	47.61795659	-122.3028819	0.35	167.31	12211.22222222222	11	22.493025220696325	7.3863798665870695
2015	Multifamily MR (5-9)	Lodging	1970	9.0	9.0	127230	0	127230	Lodging	115000.0	noInfo	0.0	noInfo	0.0	85.0	31.3	33.0	97.1	102.5	3603866.0	3794186.0	0.0	3530072.0	73941.0	Yes	Compliant	47.70344276	-122.3331832	0.1	28.54	1570.7407407407406	45	21.781114339082446	4.8349134297010385
2015	Multifamily LR (1-4)	Lodging	1967	4.0	4.0	20132	0	20132	Lodging	20132.0	noInfo	0.0	noInfo	0.0	42.0	32.1	35.9	100.8	112.6	646377.0	722090.0	0.0	646403.0	0.0	Yes	Compliant	47.70199449	-122.3228261	0.09	4.51	1258.25	48	19.30201857006515	2.1731274334806563
2015	NonResidential	Lodging	2009	6.0	6.0	244500	64725	179775	Lodging	244500.0	noInfo	0.0	noInfo	0.0	99.0	48.2	50.9	108.7	111.2	11788719.0	12438379.0	0.0	6795266.0	4993733.0	Yes	Compliant	47.70175841	-122.3235891	1.16	312.59	6791.666666666667	6	23.49090374555705	8.288127815901262
2015	Multifamily LR (1-4)	Lodging	1980	4.0	4.0	33034	0	33034	Lodging	30824.0	Other	1114.0	noInfo	0.0	94.0	20.1	22.5	63.1	70.8	619847.0	694579.0	0.0	619873.0	0.0	No	Compliant	47.71642636	-122.3129211	0.05	4.32	2064.625	35	19.241554953595557	2.111031312388744
2015	Multifamily LR (1-4)	Lodging	1966	4.0	4.0	38521	3697	34824	Lodging	34824.0	Other	3697.0	noInfo	0.0	80.0	23.8	25.8	74.8	81.1	829052.0	898989.0	0.0	829086.0	0.0	No	Compliant	47.62455836	-122.3262967	0.06	5.78	2407.5625	49	19.661104808236296	2.5310694927259543
2015	Multifamily LR (1-4)	Lodging	1963	4.0	4.0	23968	0	23968	Lodging	23968.0	noInfo	0.0	noInfo	0.0	94.0	25.2	28.4	79.1	89.1	603945.0	680351.0	0.0	603970.0	0.0	No	Compliant	47.62392302	-122.3249795	0.07	4.21	1498.0	52	19.204060035551823	2.0738202332916713
2015	Multifamily MR (5-9)	Lodging	1967	6.0	6.0	51568	0	51568	Lodging	51568.0	noInfo	0.0	noInfo	0.0	82.0	27.9	29.6	72.9	74.7	1438479.0	1524027.0	0.0	1076962.0	361562.0	No	Compliant	47.6222922	-122.3275848	0.43	26.71	1432.4444444444443	48	20.45611373193672	4.739308070860385
2015	NonResidential	Retail	1993	1.0	1.0	25384	0	25384	Retail	23468.0	noInfo	0.0	noInfo	0.0	16.0	105.8	113.4	274.1	278.6	2483099.0	2660614.0	0.0	1830624.0	652551.0	Yes	Compliant	47.69291203	-122.375885	1.56	47.42	25384.0	22	21.24371093257031	5.567423757707283
2015	Multifamily MR (5-9)	Lodging	1967	6.0	6.0	29840	0	29840	Lodging	29840.0	noInfo	0.0	noInfo	0.0	94.0	21.0	23.6	66.1	74.0	627698.0	702767.0	0.0	627724.0	0.0	No	Compliant	47.66208978	-122.3574258	0.06	4.38	828.8888888888888	48	19.259713384972923	2.130930869826449
2015	NonResidential	Office	1910	3.0	3.0	49052	0	49052	Office	32393.0	Retail	10057.0	noInfo	0.0	90.0	43.9	42.0	137.8	132.0	1863468.0	1784423.0	0.0	1863545.0	0.0	No	Compliant	47.58462143	-122.33470154	0.1	12.99	5450.222222222222	105	20.829559388434795	3.699329525673156
2015	NonResidential	Industrial	1900	2.0	2.0	52110	0	52110	Industrial	32000.0	noInfo	0.0	noInfo	0.0	48.0	12.6	15.4	21.8	24.8	402136.0	491895.0	0.0	131859.0	270282.0	No	Compliant	47.58319154	-122.3347027	0.28	15.27	13027.5	115	18.61732755680922	3.9326281570221266
2015	NonResidential	Office	1923	1.0	1.0	26310	0	26310	Office	24000.0	Industrial	8874.0	Entertainment	1000.0	93.0	22.6	22.6	62.7	62.7	764906.0	764906.0	0.0	631733.0	133199.0	No	Compliant	47.57526209	-122.3347213	0.33	11.48	26310.0	92	19.54492482512454	3.521050736900963
2015	Multifamily MR (5-9)	Lodging	1996	6.0	6.0	20078	0	20078	Lodging	20078.0	noInfo	0.0	noInfo	0.0	3.0	48.7	48.7	152.8	152.8	977150.0	977150.0	0.0	977191.0	0.0	Yes	Compliant	47.56447354	-122.3871778	0.13	6.81	557.7222222222223	19	19.898221994786322	2.7676547982373463
2015	Multifamily LR (1-4)	Lodging	1964	3.0	3.0	191330	0	191330	Lodging	191330.0	noInfo	0.0	noInfo	0.0	55.0	31.5	35.7	96.6	109.6	6029311.0	6830694.0	0.0	5815002.0	214551.0	No	Compliant	47.54917096	-122.2858443	0.14	51.93	21258.888888888887	51	22.523561956057012	5.69849632031307
2015	NonResidential	Retail	1966	1.0	1.0	37883	0	37883	Retail	28734.0	Retail	24813.0	noInfo	0.0	93.0	197.8	209.9	415.5	428.1	10591549.0	11237061.0	0.0	5323739.0	5268029.0	No	Compliant	47.54739468	-122.2848571	7.76	316.9	37883.0	49	23.336410397420998	8.307883849494871
2015	Multifamily LR (1-4)	Lodging	1985	4.0	4.0	29063	0	29063	Lodging	29063.0	noInfo	0.0	noInfo	0.0	70.0	29.2	31.3	91.7	98.1	848734.0	908432.0	0.0	848769.0	0.0	Yes	Compliant	47.72707893	-122.3545424	0.08	5.92	1816.4375	30	19.694954646749302	2.565597175854225
